1.584999999999999964e+00 1.448757214218281186e+00
1.685000000000000053e+00 1.015781607225440419e+00
1.784999999999999920e+00 7.148926479070411011e-01
1.885000000000000009e+00 5.050929502843842789e-01
1.984999999999999876e+00 3.576274232267365738e-01
2.084999999999999964e+00 2.526469898669944092e-01
2.185000000000000053e+00 1.773437370805964752e-01
2.285000000000000142e+00 1.237611376940236235e-01
2.384999999999999787e+00 8.631031003584720140e-02
2.484999999999999876e+00 6.078672569980479723e-02
2.584999999999999964e+00 4.271604654183246141e-02
2.685000000000000053e+00 2.910873641064025408e-02
2.785000000000000142e+00 1.806811776747561937e-02
2.884999999999999787e+00 9.273066863320841846e-03
2.984999999999999876e+00 3.264680251382365284e-03
3.084999999999999964e+00 4.224849193320417973e-04
3.185000000000000053e+00 9.992134561397081338e-05
3.285000000000000142e+00 1.153073951505198536e-03
3.384999999999999787e+00 2.794865265391840992e-03
3.484999999999999876e+00 4.475090399287715015e-03
3.584999999999999964e+00 6.135761484406962452e-03
3.685000000000000053e+00 7.651325061820521412e-03
3.785000000000000142e+00 9.046101689241900501e-03
3.884999999999999787e+00 1.023169581582404619e-02
3.984999999999999876e+00 1.126151879122115618e-02
4.084999999999999964e+00 1.212726694335795885e-02
4.185000000000000497e+00 1.284041044106341845e-02
4.285000000000000142e+00 1.339381535341598040e-02
4.384999999999999787e+00 1.371212278296805864e-02
4.484999999999999432e+00 1.396236543347693926e-02
4.584999999999999964e+00 1.399747815718509203e-02
4.685000000000000497e+00 1.395306524624682909e-02
4.785000000000000142e+00 1.362512421598292833e-02
4.884999999999999787e+00 1.322786857178069597e-02
4.984999999999999432e+00 1.270299379517890459e-02
5.084999999999999964e+00 1.203489837040759569e-02
5.185000000000000497e+00 1.120645155002929216e-02
5.285000000000000142e+00 1.021200393130637651e-02
5.384999999999999787e+00 9.091742083333506641e-03
5.484999999999999432e+00 7.824929177664294300e-03
5.584999999999999964e+00 6.416748955749049244e-03
5.685000000000000497e+00 4.965709268949999866e-03
5.785000000000000142e+00 3.444028764866366443e-03
5.884999999999999787e+00 1.853799194000735340e-03
5.984999999999999432e+00 2.537404446826124760e-04
6.084999999999999964e+00 -1.323152586914524975e-03
6.185000000000000497e+00 -2.697617068983540478e-03
6.285000000000000142e+00 -3.763556733824238720e-03
6.384999999999999787e+00 -4.249044016100392285e-03
6.484999999999999432e+00 -3.517885014511570874e-03
6.584999999999999964e+00 -7.803479881062364010e-04
6.685000000000000497e+00 5.168119192026629505e-03
6.785000000000000142e+00 1.549475242187835222e-02
6.884999999999999787e+00 3.060913991918422228e-02
6.984999999999999432e+00 5.082360629727698809e-02
7.084999999999999964e+00 7.676289577772475725e-02
7.184999999999999609e+00 1.089136635213122511e-01
7.285000000000000142e+00 1.490587179808841034e-01
7.384999999999999787e+00 1.977097519933209702e-01
7.485000000000000320e+00 2.557476458399520203e-01
