1.588999999999999968e+00 1.055311025347988485e+00
1.689000000000000057e+00 7.901471846219706441e-01
1.788999999999999924e+00 5.917313464399981404e-01
1.889000000000000012e+00 4.419056822028565312e-01
1.988999999999999879e+00 3.273757987138438130e-01
2.088999999999999968e+00 2.390000068065333272e-01
2.189000000000000057e+00 1.719576932903933431e-01
2.288999999999999702e+00 1.224084340449976827e-01
2.389000000000000234e+00 8.724957820443390855e-02
2.488999999999999879e+00 6.200210120944260606e-02
2.588999999999999968e+00 4.350771684614895829e-02
2.689000000000000057e+00 2.904486399559258469e-02
2.789000000000000146e+00 1.750336330799340256e-02
2.888999999999999790e+00 8.711128723304260510e-03
2.988999999999999879e+00 3.127270605843055981e-03
3.088999999999999968e+00 5.240247067618258175e-04
3.189000000000000057e+00 4.033785741318005047e-06
3.289000000000000146e+00 3.899626847910769162e-04
3.388999999999999790e+00 1.174983796160209912e-03
3.488999999999999879e+00 1.967952814381111401e-03
3.588999999999999968e+00 2.614231076519478100e-03
3.689000000000000057e+00 2.998412814419258374e-03
3.788999999999999702e+00 3.205904033462990063e-03
3.889000000000000234e+00 3.089734580795753735e-03
3.988999999999999879e+00 2.600626316349495190e-03
4.089000000000000412e+00 1.896775555293548840e-03
4.189000000000000057e+00 8.814998385119326291e-04
4.288999999999999702e+00 -4.307280811858289066e-04
4.389000000000000234e+00 -2.015492651183616382e-03
4.488999999999999879e+00 -3.831571671683799488e-03
4.589000000000000412e+00 -5.803846526463042957e-03
4.689000000000000057e+00 -7.794909882862579090e-03
4.788999999999999702e+00 -9.358835178930770618e-03
4.889000000000000234e+00 -9.724830049593459827e-03
4.988999999999999879e+00 -7.902820366938125354e-03
5.089000000000000412e+00 -3.152995142657767993e-03
5.189000000000000057e+00 4.351738136689651745e-03
5.288999999999999702e+00 1.414623227385758235e-02
5.388999999999999346e+00 2.618535723952530869e-02
5.488999999999999879e+00 4.209004644719838151e-02
5.589000000000000412e+00 6.414815526870965012e-02
5.689000000000000057e+00 9.612016123203515061e-02
5.788999999999999702e+00 1.418835830357479955e-01
5.888999999999999346e+00 2.054673687037634755e-01
5.988999999999999879e+00 2.908429868933367635e-01
6.089000000000000412e+00 4.051124185737776662e-01
6.189000000000000057e+00 5.590163555410313512e-01
6.288999999999999702e+00 7.683793615963864232e-01
6.388999999999999346e+00 1.053858357709329008e+00
6.488999999999999879e+00 1.441360001679937719e+00
6.589000000000000412e+00 1.963884161081592916e+00
