1.588999999999999968e+00 1.093477597524821876e+00
1.689000000000000057e+00 8.206896056136490092e-01
1.788999999999999924e+00 6.152663622698189005e-01
1.889000000000000012e+00 4.591364935687186066e-01
1.988999999999999879e+00 3.391278014233710114e-01
2.088999999999999968e+00 2.463260107389093900e-01
2.189000000000000057e+00 1.758729778876902128e-01
2.288999999999999702e+00 1.236930601945520902e-01
2.389000000000000234e+00 8.648131421715035683e-02
2.488999999999999879e+00 5.999714515119805580e-02
2.588999999999999968e+00 4.074292263895287758e-02
2.689000000000000057e+00 2.612494870036854988e-02
2.789000000000000146e+00 1.469644910603776396e-02
2.888999999999999790e+00 6.343036954701094035e-03
2.988999999999999879e+00 1.530939777791647102e-03
3.088999999999999968e+00 1.127838104977994503e-05
3.189000000000000057e+00 6.957594951988735560e-04
3.289000000000000146e+00 2.507634525597242283e-03
3.388999999999999790e+00 4.662999947965292338e-03
3.488999999999999879e+00 6.828779419362692241e-03
3.588999999999999968e+00 8.837772597968725566e-03
3.689000000000000057e+00 1.067598729342236936e-02
3.788999999999999702e+00 1.223993121594205320e-02
3.889000000000000234e+00 1.358707069367185057e-02
3.988999999999999879e+00 1.466927683860078276e-02
4.089000000000000412e+00 1.548426791042104185e-02
4.189000000000000057e+00 1.623121841758504158e-02
4.288999999999999702e+00 1.659509359806790596e-02
4.389000000000000234e+00 1.689946657925858742e-02
4.488999999999999879e+00 1.712035394221558815e-02
4.589000000000000412e+00 1.732666424423470741e-02
4.689000000000000057e+00 1.777576847881093269e-02
4.788999999999999702e+00 1.859434886783375984e-02
4.889000000000000234e+00 2.072308777779355293e-02
4.988999999999999879e+00 2.515102184325471169e-02
5.089000000000000412e+00 3.266622691363110786e-02
5.189000000000000057e+00 4.305268458038583046e-02
5.288999999999999702e+00 5.587236403435483223e-02
5.388999999999999346e+00 7.094409136980786568e-02
5.488999999999999879e+00 8.970140113443150764e-02
5.589000000000000412e+00 1.144572031399609113e-01
5.689000000000000057e+00 1.486981344124676252e-01
5.788999999999999702e+00 1.963021662732960249e-01
5.888999999999999346e+00 2.610993721237780396e-01
5.988999999999999879e+00 3.469284307858349625e-01
6.089000000000000412e+00 4.605416209152342621e-01
6.189000000000000057e+00 6.121608466556669459e-01
6.288999999999999702e+00 8.171478752693535075e-01
6.388999999999999346e+00 1.095158547227680801e+00
6.488999999999999879e+00 1.471444336762130378e+00
6.589000000000000412e+00 1.978229355131685852e+00
6.689000000000000057e+00 2.652096306969821793e+00
6.788999999999999702e+00 3.529702404578626496e+00
6.888999999999999346e+00 4.642568238144218817e+00
6.988999999999999879e+00 6.011556534161269560e+00
7.089000000000000412e+00 7.634674981301128760e+00
7.189000000000000057e+00 9.487795744155944178e+00
7.288999999999999702e+00 1.152409381612151940e+01
7.388999999999999346e+00 1.369224563620001156e+01
7.489000000000000767e+00 1.594959858438879330e+01
